NUM_CTE,PRODUCTO,SUBPROD,ID_PROCESO,DESTINO,TIPO_CTE,COTIZACION,TIPO_OFERTA,DES_PROD,DES_PROD_GLOBAL,FLUJO,TEST_FLUJO,TIPO_PRODUCTO,VIGENCIA,LINEA_APROBADA_LEAP,TIPO_LINEA,ESTATUS_OFERTA_ORIGEN,ESTATUS_OFERTAS_003,ERROR_RECHAZO,DESCRIP_ESTATUS_021,TIPO_TDC,DESCRIP_TIPO_TDC,TIPO,OBSERVACION,BITACORA_CAMBIOS,BAJA,FECHA_BAJA,FEC_ULT_ACT_ST_021,FEC_PROCESO,MES_INFORMACION,MES_INFO_EVAL,MES_CAMPANA,LLAVE_MULT
1-965777-FW,004,002,002,1000001.0,2000094.0,4626.0,Preaprobado,Credito Personal,Consumo,Largo,2.0,CP        ,20200102.0,157988.0,Simple    ,CON-LINEA ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,273079500400200220200102                                                                            
1-626786-GP,001,002,901,1000002.0,1000006.0,99.0,Preaprobado,Grabacion Automática,Tarjetas,Corto,2.0,TDC       ,20200102.0,16000.0,Revolvente,ACEPTADO  ,Aceptado,0.0,Activo,79.0,ZE,1.0,,                                                                                                    ,NO,0.0,0.0,20191102.0,201909.0,201910.0,201911.0,314641000100290120200102                                                                            
1-992752-WE,002,002,002,1000001.0,1000004.0,99.0,Preaprobado,Inmediauto,Autos,Largo,2.0,INM       ,20200102.0,400000.0,Simple    ,ACEPTADO  ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,83307000200200220200102                                                                             
1-184913-UV,002,002,002,1000001.0,1000004.0,99.0,Preaprobado,Inmediauto,Autos,Largo,1.0,INM       ,20200102.0,300000.0,Simple    ,ACEPTADO  ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,93283500200200220200102                                                                             
1-268020-IY,004,002,002,1000001.0,2000094.0,4625.0,Preaprobado,Credito Personal,Consumo,Largo,1.0,CP        ,20200102.0,360016.0,Simple    ,CON-LINEA ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,180744500400200220200102                                                                            
1-100169-LZ,001,002,002,1000001.0,1000004.0,99.0,Preaprobado,Tarjeta de Credito Preaprobado,Tarjetas,Largo,3.0,TDC       ,20200102.0,46000.0,Revolvente,ACEPTADO  ,Aceptado,0.0,Activo,79.0,ZE,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,255790500100200220200102                                                                            
1-245597-VZ,002,002,002,1000001.0,1000001.0,99.0,Preaprobado,Inmediauto,Autos,Largo,3.0,INM       ,20200102.0,500000.0,Simple    ,ACEPTADO  ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,21541000200200220200102                                                                             
1-211984-DB,002,002,002,1000001.0,1000001.0,99.0,Preaprobado,Inmediauto,Autos,Largo,2.0,INM       ,20200102.0,500000.0,Simple    ,ACEPTADO  ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,102630500200200220200102                                                                            
1-452323-[U,004,002,002,1000001.0,1000004.0,1679.0,Preaprobado,Credito Personal,Consumo,Largo,2.0,CP        ,20200102.0,29993.0,Simple    ,CON-LINEA ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,196542000400200220200102                                                                            
1-351900-AK,001,002,901,1000002.0,1000004.0,99.0,Preaprobado,Grabacion Automática,Tarjetas,Corto,1.0,TDC       ,20200102.0,5000.0,Revolvente,ACEPTADO  ,Aceptado,0.0,Activo,78.0,ZE,1.0,,                                                                                                    ,NO,0.0,0.0,20191102.0,201909.0,201910.0,201911.0,146156500100290120200102                                                                            
1-410873-EV,004,007,801,1000003.0,1000004.0,9234.0,Preaprobado,Disposicion Inmediata Credito Personal,Consumo,Corto,2.0,DI CP     ,20200102.0,180000.0,Revolvente,CON-LINEA ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191104.0,201909.0,201910.0,201911.0,156404500400780120200102                                                                            
1-737823-BP,002,002,002,1000001.0,1000006.0,99.0,Preaprobado,Inmediauto,Autos,Largo,1.0,INM       ,20200102.0,400000.0,Simple    ,ACEPTADO  ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,161881500200200220200102                                                                            
1-297540-XA,001,002,002,1000001.0,1000004.0,99.0,Preaprobado,Tarjeta de Credito Preaprobado,Tarjetas,Largo,2.0,TDC       ,20200102.0,35000.0,Revolvente,ACEPTADO  ,Aceptado,0.0,Activo,79.0,ZE,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,317455000100200220200102                                                                            
1-965163-WH,004,002,002,1000001.0,1000004.0,8776.0,Preaprobado,Credito Personal,Consumo,Largo,2.0,CP        ,20200102.0,65012.0,Simple    ,CON-LINEA ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,377045000400200220200102                                                                            
1-914502-MC,004,001,002,1000001.0,2000094.0,2899.0,Preaprobado,Anticipo de Nomina,Consumo,Largo,2.0,AN        ,20200102.0,210016.0,Simple    ,CON-LINEA ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,384783000400100220200102                                                                            
1-369335-CH,004,002,801,1000001.0,1000006.0,1680.0,Preaprobado,Credito Personal,Consumo,Corto,2.0,CP Corto  ,20200102.0,0.0,Simple    ,==> LEAP,Rechazado,135.0,Sin Producto en APSC,,,1.0,,,NO,0.0,0.0,20191104.0,201909.0,201910.0,201911.0,3261000400280120200102                                                                              
1-274714-XU,002,002,002,1000001.0,1000004.0,99.0,Preaprobado,Inmediauto,Autos,Largo,2.0,INM       ,20200102.0,338000.0,Simple    ,ACEPTADO  ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,18889500200200220200102                                                                             
1-245151-OP,002,002,002,1000001.0,1000003.0,99.0,Preaprobado,Inmediauto,Autos,Largo,2.0,INM       ,20200102.0,118000.0,Simple    ,ACEPTADO  ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,71971500200200220200102                                                                             
1-834972-GV,001,002,002,1000001.0,1000001.0,99.0,Preaprobado,Tarjeta de Credito Preaprobado,Tarjetas,Largo,3.0,TDC       ,20200102.0,192000.0,Revolvente,ACEPTADO  ,Aceptado,0.0,Activo,60.0,PR,1.0,,Solo para Sucursal,NO,0.0,0.0,20191107.0,201909.0,201910.0,201911.0,51251500100200220200102                                                                             
1-878223-OQ,004,001,002,1000001.0,2000094.0,2899.0,Preaprobado,Anticipo de Nomina,Consumo,Largo,1.0,AN        ,20200102.0,252983.0,Simple    ,CON-LINEA ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,199412500400100220200102                                                                            
1-528206-IG,002,002,002,1000001.0,1000004.0,99.0,Preaprobado,Inmediauto,Autos,Largo,1.0,INM       ,20200102.0,300000.0,Simple    ,ACEPTADO  ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,77543500200200220200102                                                                             
1-687384-HS,004,002,002,1000001.0,2000094.0,4626.0,Preaprobado,Credito Personal,Consumo,Largo,3.0,CP        ,20200102.0,180011.0,Simple    ,CON-LINEA ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,139837500400200220200102                                                                            
1-914502-MC,001,002,901,1000002.0,1000003.0,99.0,Preaprobado,Grabacion Automática,Tarjetas,Corto,2.0,TDC       ,20200102.0,84000.0,Revolvente,ACEPTADO  ,Aceptado,0.0,Activo,78.0,ZE,1.0,,                                                                                                    ,NO,0.0,0.0,20191102.0,201909.0,201910.0,201911.0,384783000100290120200102                                                                            
1-654009-IZ,004,002,801,1000005.0,1000006.0,2338.0,Preaprobado,Top Up Credito Personal,Consumo,Corto,1.0,CP        ,20200102.0,163000.0,Simple    ,CON-LINEA,Aceptado,0.0,Activo OH-CARDS,,,1.0,,,NO,0.0,0.0,20191106.0,201909.0,201910.0,201911.0,415424500400280120200102                                                                            
1-759676-ZM,001,002,901,1000002.0,1000001.0,99.0,Preaprobado,Grabacion Automática,Tarjetas,Corto,1.0,TDC       ,20200102.0,93000.0,Revolvente,ACEPTADO  ,Aceptado,0.0,Activo,72.0,2N,1.0,,                                                                                                    ,NO,0.0,0.0,20191102.0,201909.0,201910.0,201911.0,50836000100290120200102                                                                             
1-443132-SQ,001,002,901,1000002.0,1000001.0,99.0,Preaprobado,Grabacion Automática,Tarjetas,Corto,2.0,TDC       ,20200102.0,56000.0,Revolvente,ACEPTADO  ,Aceptado,0.0,Activo,72.0,2N,1.0,,                                                                                                    ,NO,0.0,0.0,20191102.0,201909.0,201910.0,201911.0,64878000100290120200102                                                                             
1-528206-IG,004,002,801,1000001.0,1000004.0,8776.0,Preaprobado,Credito Personal,Consumo,Corto,1.0,CP Corto  ,20200102.0,196000.0,Simple    ,CON-LINEA ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191104.0,201909.0,201910.0,201911.0,77543500400280120200102                                                                             
1-965777-FW,001,002,002,1000001.0,1000004.0,99.0,Preaprobado,Tarjeta de Credito Preaprobado,Tarjetas,Largo,2.0,TDC       ,20200102.0,107000.0,Revolvente,ACEPTADO  ,Aceptado,0.0,Activo,73.0,2N,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,273079500100200220200102                                                                            
1-585156-XU,004,001,801,1000001.0,1000003.0,1441.0,Preaprobado,Anticipo de Nomina,Consumo,Corto,1.0,AN Corto  ,20200102.0,119000.0,Simple    ,CON-LINEA ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191104.0,201909.0,201910.0,201911.0,11335500400180120200102                                                                             
1-987781-VD,004,002,002,1000001.0,2000094.0,4625.0,Preaprobado,Credito Personal,Consumo,Largo,2.0,CP        ,20200102.0,540006.0,Simple    ,CON-LINEA ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,55641000400200220200102                                                                             
1-206958-RZ,004,002,002,1000001.0,1000006.0,1680.0,Preaprobado,Credito Personal,Consumo,Largo,3.0,CP        ,20200102.0,149993.0,Simple    ,CON-LINEA ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,103783000400200220200102                                                                            
1-926515-ZI,004,002,002,1000001.0,1000004.0,8776.0,Preaprobado,Credito Personal,Consumo,Largo,2.0,CP        ,20200102.0,250009.0,Simple    ,CON-LINEA ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,214291500400200220200102                                                                            
1-762679-BJ,002,002,002,1000001.0,1000004.0,99.0,Preaprobado,Inmediauto,Autos,Largo,1.0,INM       ,20200102.0,400000.0,Simple    ,ACEPTADO  ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,350942000200200220200102                                                                            
1-411987-LW,001,002,002,1000001.0,1000006.0,99.0,Preaprobado,Tarjeta de Credito Preaprobado,Tarjetas,Largo,2.0,TDC       ,20200102.0,150000.0,Revolvente,ACEPTADO  ,Aceptado,0.0,Activo,72.0,2N,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,366012500100200220200102                                                                            
1-323640-KA,001,002,901,1000002.0,1000004.0,99.0,Preaprobado,Grabacion Automática,Tarjetas,Corto,1.0,TDC       ,20200102.0,91000.0,Revolvente,ACEPTADO  ,Aceptado,0.0,Activo,72.0,2N,1.0,,                                                                                                    ,NO,0.0,0.0,20191102.0,201909.0,201910.0,201911.0,39139000100290120200102                                                                             
1-630030-CU,002,002,002,1000001.0,1000003.0,99.0,Preaprobado,Inmediauto,Autos,Largo,2.0,INM       ,20200102.0,428000.0,Simple    ,ACEPTADO  ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,115440000200200220200102                                                                            
1-412297-NG,004,002,801,1000001.0,1000006.0,1680.0,Preaprobado,Credito Personal,Consumo,Corto,2.0,CP Corto  ,20200102.0,150000.0,Simple    ,CON-LINEA ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191104.0,201909.0,201910.0,201911.0,152946000400280120200102                                                                            
1-927553-ZD,004,002,801,1000001.0,1000001.0,1707.0,Preaprobado,Credito Personal,Consumo,Corto,1.0,CP Corto  ,20200102.0,0.0,Simple    ,==> LEAP,Rechazado,135.0,Sin Producto en APSC,,,1.0,,,NO,0.0,0.0,20191104.0,201909.0,201910.0,201911.0,39390500400280120200102                                                                             
1-341547-OT,001,002,002,1000001.0,1000004.0,99.0,Preaprobado,Tarjeta de Credito Preaprobado,Tarjetas,Largo,2.0,TDC       ,20200102.0,69000.0,Revolvente,ACEPTADO  ,Aceptado,0.0,Activo,78.0,ZE,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,52668000100200220200102                                                                             
1-410873-EV,002,002,002,1000001.0,1000004.0,99.0,Preaprobado,Inmediauto,Autos,Largo,2.0,INM       ,20200102.0,300000.0,Simple    ,ACEPTADO  ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,156404500200200220200102                                                                            
1-865201-RC,002,002,002,1000001.0,1000004.0,99.0,Preaprobado,Inmediauto,Autos,Largo,1.0,INM       ,20200102.0,302000.0,Simple    ,ACEPTADO  ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,185738500200200220200102                                                                            
1-248470-UG,002,002,002,1000001.0,1000004.0,99.0,Preaprobado,Inmediauto,Autos,Largo,2.0,INM       ,20200102.0,400000.0,Simple    ,ACEPTADO  ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,230338000200200220200102                                                                            
1-206958-RZ,002,002,002,1000001.0,1000004.0,99.0,Preaprobado,Inmediauto,Autos,Largo,3.0,INM       ,20200102.0,400000.0,Simple    ,ACEPTADO  ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,103783000200200220200102                                                                            
1-678255-FF,004,001,002,1000001.0,4000004.0,1458.0,Preaprobado,Anticipo de Nomina,Consumo,Largo,3.0,AN        ,20200102.0,205003.0,Simple    ,CON-LINEA ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,129562000400100220200102                                                                            
1-351900-AK,002,002,002,1000001.0,1000004.0,99.0,Preaprobado,Inmediauto,Autos,Largo,1.0,INM       ,20200102.0,240000.0,Simple    ,ACEPTADO  ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,146156500200200220200102                                                                            
1-430660-WF,001,002,901,1000002.0,1000001.0,99.0,Preaprobado,Grabacion Automática,Tarjetas,Corto,2.0,TDC       ,20200102.0,0.0,Revolvente,==> LEAP,Rechazado,135.0,Sin Producto en APSC,72.0,2N,1.0,,                                                                                                    ,NO,0.0,0.0,20191102.0,201909.0,201910.0,201911.0,196484500100290120200102                                                                            
1-496133-GH,002,002,002,1000001.0,1000004.0,99.0,Preaprobado,Inmediauto,Autos,Largo,1.0,INM       ,20200102.0,200000.0,Simple    ,ACEPTADO  ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,13753000200200220200102                                                                             
1-286024-TY,004,001,002,1000001.0,2000008.0,1619.0,Preaprobado,Anticipo de Nomina,Consumo,Largo,3.0,AN        ,20200102.0,160006.0,Simple    ,CON-LINEA ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191104.0,201909.0,201910.0,201911.0,112806000400100220200102                                                                            
1-411987-LW,004,002,002,1000001.0,1000006.0,1680.0,Preaprobado,Credito Personal,Consumo,Largo,2.0,CP        ,20200102.0,149993.0,Simple    ,CON-LINEA ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,366012500400200220200102                                                                            
1-815762-NR,002,002,002,1000001.0,1000004.0,99.0,Preaprobado,Inmediauto,Autos,Largo,1.0,INM       ,20200102.0,271000.0,Simple    ,ACEPTADO  ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,65645000200200220200102                                                                             
1-643243-VB,004,002,002,1000001.0,2000094.0,4626.0,Preaprobado,Credito Personal,Consumo,Largo,1.0,CP        ,20200102.0,387015.0,Simple    ,CON-LINEA ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,73682000400200220200102                                                                             
1-187782-BW,002,002,002,1000001.0,1000001.0,99.0,Preaprobado,Inmediauto,Autos,Largo,1.0,INM       ,20200102.0,500000.0,Simple    ,ACEPTADO  ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,87029500200200220200102                                                                             
1-211984-DB,004,002,801,1000005.0,1000001.0,3444.0,Preaprobado,Top Up Credito Personal,Consumo,Corto,2.0,CP        ,20200102.0,600002.0,Simple    ,CON-LINEA,Aceptado,0.0,Activo OH-CARDS,,,1.0,,,NO,0.0,0.0,20191106.0,201909.0,201910.0,201911.0,102630500400280120200102                                                                            
1-678255-FF,002,002,002,1000001.0,1000003.0,99.0,Preaprobado,Inmediauto,Autos,Largo,3.0,INM       ,20200102.0,393000.0,Simple    ,ACEPTADO  ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,129562000200200220200102                                                                            
1-762686-OS,002,002,002,1000001.0,1000004.0,99.0,Preaprobado,Inmediauto,Autos,Largo,1.0,INM       ,20200102.0,239000.0,Simple    ,ACEPTADO  ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,228067000200200220200102                                                                            
1-762679-BJ,004,002,801,1000005.0,1000004.0,3773.0,Preaprobado,Top Up Anticipo de Nomina,Consumo,Corto,1.0,AN        ,20200102.0,180004.0,Simple    ,CON-LINEA,Aceptado,0.0,Activo OH-CARDS,,,1.0,,,NO,0.0,0.0,20191106.0,201909.0,201910.0,201911.0,350942000400280120200102                                                                            
1-268020-IY,002,002,002,1000001.0,1000006.0,99.0,Preaprobado,Inmediauto,Autos,Largo,1.0,INM       ,20200102.0,400000.0,Simple    ,ACEPTADO  ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,180744500200200220200102                                                                            
1-248470-UG,001,002,002,1000001.0,1000004.0,99.0,Preaprobado,Tarjeta de Credito Preaprobado,Tarjetas,Largo,2.0,TDC       ,20200102.0,150000.0,Revolvente,ACEPTADO  ,Aceptado,0.0,Activo,72.0,2N,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,230338000100200220200102                                                                            
1-143646-QK,004,002,801,1000001.0,1000004.0,8776.0,Preaprobado,Credito Personal,Consumo,Corto,2.0,CP Corto  ,20200102.0,131000.0,Simple    ,CON-LINEA ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191104.0,201909.0,201910.0,201911.0,320539500400280120200102                                                                            
1-492817-GT,004,002,002,1000001.0,2000094.0,4625.0,Preaprobado,Credito Personal,Consumo,Largo,3.0,CP        ,20200102.0,360016.0,Simple    ,CON-LINEA ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,408537500400200220200102                                                                            
1-295152-NJ,001,002,901,1000002.0,1000006.0,99.0,Preaprobado,Grabacion Automática,Tarjetas,Corto,2.0,TDC       ,20200102.0,35000.0,Revolvente,ACEPTADO  ,Aceptado,0.0,Activo,72.0,2N,1.0,,                                                                                                    ,NO,0.0,0.0,20191102.0,201909.0,201910.0,201911.0,25898000100290120200102                                                                             
1-698589-VB,001,002,901,1000002.0,1000004.0,99.0,Preaprobado,Grabacion Automática,Tarjetas,Corto,1.0,TDC       ,20200102.0,5000.0,Revolvente,ACEPTADO  ,Aceptado,0.0,Activo,78.0,ZE,1.0,,                                                                                                    ,NO,0.0,0.0,20191102.0,201909.0,201910.0,201911.0,149726500100290120200102                                                                            
1-286088-R\,002,002,002,1000001.0,1000004.0,99.0,Preaprobado,Inmediauto,Autos,Largo,3.0,INM       ,20200102.0,300000.0,Simple    ,ACEPTADO  ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,49023000200200220200102                                                                             
1-426342-LR,002,002,002,1000001.0,1000004.0,99.0,Preaprobado,Inmediauto,Autos,Largo,1.0,INM       ,20200102.0,268000.0,Simple    ,ACEPTADO  ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,60994000200200220200102                                                                             
1-682424-GB,004,001,801,1000001.0,2000008.0,8012.0,Preaprobado,Anticipo de Nomina,Consumo,Corto,2.0,AN Corto  ,20200102.0,60000.0,Simple    ,CON-LINEA ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191104.0,201909.0,201910.0,201911.0,19689000400180120200102                                                                             
1-745444-GV,002,002,002,1000001.0,1000004.0,99.0,Preaprobado,Inmediauto,Autos,Largo,2.0,INM       ,20200102.0,400000.0,Simple    ,ACEPTADO  ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,32471000200200220200102                                                                             
1-705885-KF,004,002,801,1000005.0,1000004.0,3773.0,Preaprobado,Top Up Anticipo de Nomina,Consumo,Corto,2.0,AN        ,20200102.0,0.0,Simple    ,==> LEAP,Rechazado,135.0,Sin Producto en APSC,,,1.0,,,NO,0.0,0.0,20191106.0,201909.0,201910.0,201911.0,60815000400280120200102                                                                             
1-443132-SQ,004,007,801,1000003.0,2000008.0,9535.0,Preaprobado,Disposicion Inmediata Anticipo de Nomina,Consumo,Corto,2.0,DI AN     ,20200102.0,300000.0,Revolvente,CON-LINEA ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191104.0,201909.0,201910.0,201911.0,64878000400780120200102                                                                             
1-187782-BW,004,002,002,1000001.0,1000001.0,3887.0,Preaprobado,Credito Personal,Consumo,Largo,1.0,CP        ,20200102.0,574994.0,Simple    ,CON-LINEA ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,87029500400200220200102                                                                             
1-499060-GK,004,001,801,1000001.0,2000008.0,1623.0,Preaprobado,Anticipo de Nomina,Consumo,Corto,2.0,AN Corto  ,20200102.0,60000.0,Simple    ,CON-LINEA ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191104.0,201909.0,201910.0,201911.0,107986000400180120200102                                                                            
1-967691-MH,004,002,002,1000001.0,1000004.0,1676.0,Preaprobado,Credito Personal,Consumo,Largo,2.0,CP        ,20200102.0,109994.0,Simple    ,CON-LINEA ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,7994500400200220200102                                                                              
1-570138-WS,004,002,002,1000001.0,1000004.0,1676.0,Preaprobado,Credito Personal,Consumo,Largo,1.0,CP        ,20200102.0,71005.0,Simple    ,CON-LINEA ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,394274000400200220200102                                                                            
1-538107-TJ,001,002,901,1000002.0,1000006.0,99.0,Preaprobado,Grabacion Automática,Tarjetas,Corto,2.0,TDC       ,20200102.0,150000.0,Revolvente,ACEPTADO  ,Aceptado,0.0,Activo,78.0,ZE,1.0,,                                                                                                    ,NO,0.0,0.0,20191102.0,201909.0,201910.0,201911.0,90587000100290120200102                                                                             
1-206958-RZ,001,002,002,1000001.0,1000004.0,99.0,Preaprobado,Tarjeta de Credito Preaprobado,Tarjetas,Largo,3.0,TDC       ,20200102.0,150000.0,Revolvente,ACEPTADO  ,Aceptado,0.0,Activo,72.0,2N,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,103783000100200220200102                                                                            
1-583990-[Y,001,002,002,1000001.0,1000001.0,99.0,Preaprobado,Tarjeta de Credito Preaprobado,Tarjetas,Largo,2.0,TDC       ,20200102.0,150000.0,Revolvente,ACEPTADO  ,Aceptado,0.0,Activo,73.0,2N,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,107737000100200220200102                                                                            
1-630030-CU,004,001,002,1000001.0,2000094.0,2899.0,Preaprobado,Anticipo de Nomina,Consumo,Largo,2.0,AN        ,20200102.0,241988.0,Simple    ,CON-LINEA ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,115440000400100220200102                                                                            
1-492817-GT,002,002,002,1000001.0,1000004.0,99.0,Preaprobado,Inmediauto,Autos,Largo,3.0,INM       ,20200102.0,400000.0,Simple    ,ACEPTADO  ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,408537500200200220200102                                                                            
1-737823-BP,001,002,901,1000002.0,1000006.0,99.0,Preaprobado,Grabacion Automática,Tarjetas,Corto,1.0,TDC       ,20200102.0,13000.0,Revolvente,ACEPTADO  ,Aceptado,0.0,Activo,80.0,ZE,1.0,,                                                                                                    ,NO,0.0,0.0,20191102.0,201909.0,201910.0,201911.0,161881500100290120200102                                                                            
1-341410-UK,001,002,901,1000002.0,1000003.0,99.0,Preaprobado,Grabacion Automática,Tarjetas,Corto,2.0,TDC       ,20200102.0,10000.0,Revolvente,ACEPTADO  ,Aceptado,0.0,Activo,78.0,ZE,1.0,,                                                                                                    ,NO,0.0,0.0,20191102.0,201909.0,201910.0,201911.0,191674500100290120200102                                                                            
1-878223-OQ,001,002,901,1000002.0,1000006.0,99.0,Preaprobado,Grabacion Automática,Tarjetas,Corto,1.0,TDC       ,20200102.0,150000.0,Revolvente,ACEPTADO  ,Aceptado,0.0,Activo,72.0,2N,1.0,,                                                                                                    ,NO,0.0,0.0,20191102.0,201909.0,201910.0,201911.0,199412500100290120200102                                                                            
1-202012-VR,002,002,002,1000001.0,1000006.0,99.0,Preaprobado,Inmediauto,Autos,Largo,1.0,INM       ,20200102.0,400000.0,Simple    ,ACEPTADO  ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,200789000200200220200102                                                                            
1-699515-PO,002,002,002,1000001.0,1000001.0,99.0,Preaprobado,Inmediauto,Autos,Largo,1.0,INM       ,20200102.0,400000.0,Simple    ,ACEPTADO  ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,229596000200200220200102                                                                            
1-750847-RE,001,002,901,1000002.0,1000004.0,99.0,Preaprobado,Grabacion Automática,Tarjetas,Corto,1.0,TDC       ,20200102.0,5000.0,Revolvente,ACEPTADO  ,Aceptado,0.0,Activo,78.0,ZE,1.0,,                                                                                                    ,NO,0.0,0.0,20191102.0,201909.0,201910.0,201911.0,393006500100290120200102                                                                            
