NUM_CTE,OFER_6M,NUM_OFER,FRESCURA
1-261147-XS,3.0,7.0,Regular   
1-831506-[Z,2.0,6.0,Irregular 
1-259830-ZU,1.0,1.0,Fresco    
1-149428-FW,3.0,4.0,Regular   
1-671560-IQ,4.0,8.0,Regular   
1-261793-YP,2.0,3.0,Irregular 
1-436144-ZO,4.0,10.0,Regular   
1-756251-ET,4.0,11.0,Regular   
1-658140-YY,3.0,5.0,Regular   
1-362789-SL,4.0,4.0,Regular   
1-131968-VC,1.0,2.0,Fresco    
1-547012-CD,4.0,13.0,Regular   
1-726065-DJ,1.0,3.0,Fresco    
1-138922-CP,4.0,10.0,Regular   
1-649892-W[,2.0,2.0,Irregular 
1-944134-BU,2.0,2.0,Irregular 
1-909248-WA,2.0,3.0,Irregular 
1-954522-IM,1.0,1.0,Fresco    
1-917681-IB,3.0,6.0,Regular   
1-374579-AH,3.0,7.0,Regular   
1-882902-VI,4.0,8.0,Regular   
1-979750-[[,2.0,2.0,Irregular 
1-190617-FR,3.0,8.0,Regular   
1-161999-XJ,4.0,7.0,Regular   
1-148148-JE,4.0,11.0,Regular   
1-612337-WV,2.0,3.0,Irregular 
1-730018-HP,2.0,6.0,Irregular 
1-438830-ZG,3.0,6.0,Regular   
1-488700-ND,4.0,6.0,Regular   
1-361823-QJ,3.0,5.0,Regular   
1-626469-OJ,1.0,1.0,Fresco    
1-887713-GJ,3.0,4.0,Regular   
1-394585-FS,4.0,11.0,Regular   
1-733535-DB,2.0,4.0,Irregular 
1-992728-[G,4.0,6.0,Regular   
1-599386-K[,4.0,12.0,Regular   
1-174984-WG,1.0,2.0,Fresco    
1-295090-FS,4.0,8.0,Regular   
1-273078-BD,3.0,5.0,Regular   
1-780320-UQ,2.0,6.0,Irregular 
1-687536-UM,3.0,6.0,Regular   
1-426859-MC,3.0,6.0,Regular   
1-872532-FE,4.0,8.0,Regular   
1-260935-YL,3.0,3.0,Regular   
1-893906-XW,4.0,5.0,Regular   
1-526937-SS,3.0,3.0,Regular   
1-802824-HF,2.0,4.0,Irregular 
1-539151-WM,3.0,3.0,Regular   
1-844954-JM,4.0,8.0,Regular   
1-969018-XA,4.0,12.0,Regular   
1-242821-AE,4.0,12.0,Regular   
1-262163-AE,4.0,8.0,Regular   
1-891478-NX,1.0,1.0,Fresco    
1-124715-XJ,4.0,10.0,Regular   
1-506872-LB,2.0,6.0,Irregular 
1-783588-YN,4.0,8.0,Regular   
1-133017-UO,4.0,9.0,Regular   
1-132754-KM,2.0,2.0,Irregular 
1-500938-XF,3.0,3.0,Regular   
1-251383-W\,4.0,8.0,Regular   
1-748583-ZT,4.0,8.0,Regular   
1-453201-OG,4.0,10.0,Regular   
1-644092-XZ,2.0,3.0,Irregular 
1-677281-BR,2.0,2.0,Irregular 
1-247566-U[,2.0,2.0,Irregular 
1-732925-CY,4.0,8.0,Regular   
1-510436-Y\,4.0,5.0,Regular   
1-129868-AR,3.0,5.0,Regular   
1-840738-[Q,1.0,1.0,Fresco    
1-914942-GM,1.0,1.0,Fresco    
1-288266-DC,3.0,3.0,Regular   
1-217690-QC,3.0,9.0,Regular   
1-282353-SF,4.0,4.0,Regular   
1-952442-XQ,4.0,6.0,Regular   
1-499870-XO,4.0,6.0,Regular   
1-664293-JQ,4.0,5.0,Regular   
1-206190-EK,1.0,1.0,Fresco    
1-328049-NL,2.0,3.0,Irregular 
1-213831-TE,4.0,11.0,Regular   
1-748104-UP,4.0,4.0,Regular   
1-746169-KX,4.0,8.0,Regular   
1-938806-AF,4.0,4.0,Regular   
1-869593-BQ,1.0,1.0,Fresco    
1-874976-BP,1.0,3.0,Fresco    
1-688378-NZ,4.0,4.0,Regular   
1-226450-PL,4.0,12.0,Regular   
1-579128-QJ,3.0,5.0,Regular   
1-594798-EP,2.0,2.0,Irregular 
1-285251-QZ,2.0,6.0,Irregular 
1-102155-KL,4.0,9.0,Regular   
1-861801-YS,2.0,2.0,Irregular 
1-829611-TL,4.0,10.0,Regular   
1-407746-AM,2.0,2.0,Irregular 
1-608677-ZD,1.0,1.0,Fresco    
1-867923-[P,3.0,6.0,Regular   
1-798319-OA,4.0,10.0,Regular   
1-187181-VN,4.0,9.0,Regular   
1-752392-FA,2.0,6.0,Irregular 
1-993431-VG,2.0,2.0,Irregular 
1-909168-NY,4.0,9.0,Regular   
1-478910-IC,4.0,10.0,Regular   
1-537639-TZ,1.0,2.0,Fresco    
1-147051-DN,4.0,8.0,Regular   
1-167151-OU,4.0,7.0,Regular   
1-476228-CA,1.0,1.0,Fresco    
1-441321-XV,4.0,8.0,Regular   
1-313661-FW,4.0,4.0,Regular   
1-993075-QL,4.0,12.0,Regular   
1-548887-[A,4.0,9.0,Regular   
1-974620-JQ,2.0,6.0,Irregular 
1-162637-UV,4.0,7.0,Regular   
1-686204-UP,4.0,8.0,Regular   
1-549325-YO,4.0,6.0,Regular   
1-289410-XN,4.0,11.0,Regular   
1-818131-IJ,4.0,9.0,Regular   
1-597112-JS,4.0,10.0,Regular   
1-556631-CC,4.0,12.0,Regular   
1-739374-HM,2.0,4.0,Irregular 
1-445404-O[,1.0,1.0,Fresco    
1-930698-LC,4.0,12.0,Regular   
1-682630-MH,4.0,10.0,Regular   
1-985555-FM,3.0,5.0,Regular   
1-243818-FA,4.0,11.0,Regular   
1-411232-[V,3.0,5.0,Regular   
1-103350-ZZ,4.0,7.0,Regular   
1-899261-CE,4.0,9.0,Regular   
1-100917-HC,4.0,4.0,Regular   
1-550919-IB,4.0,5.0,Regular   
1-517405-Y\,1.0,1.0,Fresco    
1-866702-VD,4.0,11.0,Regular   
1-300685-LU,3.0,4.0,Regular   
1-728815-CM,2.0,3.0,Irregular 
1-287719-DT,4.0,12.0,Regular   
1-816856-HL,4.0,4.0,Regular   
1-969052-TN,4.0,8.0,Regular   
1-851965-PD,4.0,8.0,Regular   
1-851681-LI,4.0,8.0,Regular   
1-240102-AT,1.0,2.0,Fresco    
1-391499-AF,3.0,5.0,Regular   
1-564588-FE,2.0,4.0,Irregular 
1-800412-PX,4.0,8.0,Regular   
1-683731-LB,4.0,12.0,Regular   
1-245552-[F,4.0,7.0,Regular   
1-415398-OT,4.0,11.0,Regular   
1-311766-M\,2.0,2.0,Irregular 
1-273589-UX,4.0,8.0,Regular   
1-528058-CX,4.0,4.0,Regular   
1-318221-[D,4.0,12.0,Regular   
1-325674-PG,4.0,11.0,Regular   
1-980956-GU,2.0,5.0,Irregular 
1-534165-WP,1.0,1.0,Fresco    
1-784803-AZ,4.0,12.0,Regular   
1-337433-[I,4.0,8.0,Regular   
1-624884-FR,3.0,9.0,Regular   
1-984507-HM,3.0,3.0,Regular   
1-958338-UW,1.0,1.0,Fresco    
1-146123-JN,4.0,12.0,Regular   
1-672672-MN,2.0,6.0,Irregular 
1-744569-GJ,1.0,1.0,Fresco    
1-184041-IE,1.0,1.0,Fresco    
1-884133-FC,2.0,2.0,Irregular 
1-630214-[A,4.0,8.0,Regular   
1-968010-JH,1.0,1.0,Fresco    
1-309244-LP,4.0,12.0,Regular   
1-718428-PN,4.0,6.0,Regular   
1-910904-VA,3.0,4.0,Regular   
1-220296-HS,2.0,2.0,Irregular 
1-399362-SX,4.0,4.0,Regular   
1-129741-DB,4.0,12.0,Regular   
1-883838-H[,4.0,12.0,Regular   
1-301102-ON,4.0,8.0,Regular   
1-414385-XV,1.0,1.0,Fresco    
1-700544-VW,3.0,4.0,Regular   
1-686683-WD,4.0,4.0,Regular   
1-168164-OM,2.0,2.0,Irregular 
1-869203-CQ,4.0,8.0,Regular   
1-241784-KY,4.0,8.0,Regular   
1-636939-TW,2.0,6.0,Irregular 
1-472939-AE,4.0,12.0,Regular   
1-209185-SH,4.0,9.0,Regular   
1-764216-JP,4.0,12.0,Regular   
1-456488-VL,3.0,5.0,Regular   
1-157167-P\,3.0,3.0,Regular   
1-226098-ZZ,4.0,10.0,Regular   
1-963484-VH,4.0,8.0,Regular   
1-212588-SZ,3.0,8.0,Regular   
1-821620-HX,2.0,4.0,Irregular 
1-136125-RW,2.0,4.0,Irregular 
1-800123-NW,1.0,3.0,Fresco    
1-162864-H[,4.0,5.0,Regular   
1-930063-AC,4.0,4.0,Regular   
1-732805-[L,4.0,7.0,Regular   
1-856626-EY,4.0,10.0,Regular   
1-127174-YS,2.0,4.0,Irregular 
1-611892-GL,2.0,3.0,Irregular 
1-341663-AC,2.0,2.0,Irregular 
1-143871-WM,4.0,9.0,Regular   
1-786822-EC,2.0,6.0,Irregular 
1-786695-TH,1.0,2.0,Fresco    
1-579891-N\,4.0,12.0,Regular   
1-695887-OU,2.0,4.0,Irregular 
1-661042-JC,2.0,4.0,Irregular 
1-368722-BD,4.0,4.0,Regular   
1-927137-ME,3.0,3.0,Regular   
1-156571-GE,4.0,4.0,Regular   
1-173940-FH,2.0,2.0,Irregular 
1-589461-TH,3.0,6.0,Regular   
1-763372-SX,2.0,2.0,Irregular 
1-153115-CO,1.0,2.0,Fresco    
1-684427-CV,4.0,10.0,Regular   
1-576218-EI,1.0,2.0,Fresco    
1-432637-IQ,3.0,3.0,Regular   
1-362913-PD,1.0,2.0,Fresco    
1-907127-OX,4.0,8.0,Regular   
1-979084-CP,2.0,2.0,Irregular 
1-630031-A\,3.0,4.0,Regular   
1-950521-TG,2.0,4.0,Irregular 
1-690453-YZ,4.0,12.0,Regular   
1-866020-KE,4.0,10.0,Regular   
1-775844-EF,4.0,6.0,Regular   
1-660553-NG,2.0,3.0,Irregular 
1-531805-UQ,2.0,2.0,Irregular 
1-433193-XT,1.0,1.0,Fresco    
1-212665-GY,4.0,12.0,Regular   
1-998712-QW,4.0,10.0,Regular   
1-236090-R[,4.0,10.0,Regular   
1-571669-VQ,2.0,2.0,Irregular 
1-834597-GJ,4.0,8.0,Regular   
1-124929-TK,4.0,8.0,Regular   
1-907408-BG,1.0,1.0,Fresco    
1-857761-FN,4.0,8.0,Regular   
1-464171-JH,1.0,2.0,Fresco    
1-112855-HP,4.0,5.0,Regular   
1-804087-AU,3.0,6.0,Regular   
1-702562-DS,1.0,1.0,Fresco    
1-674967-PZ,4.0,11.0,Regular   
1-840909-RM,4.0,6.0,Regular   
1-404122-C[,4.0,11.0,Regular   
1-648601-TT,2.0,2.0,Irregular 
1-832981-FQ,2.0,4.0,Irregular 
1-340897-Q\,3.0,8.0,Regular   
1-402467-JR,2.0,5.0,Irregular 
1-893671-DE,2.0,4.0,Irregular 
1-918737-OH,3.0,5.0,Regular   
1-506927-QO,1.0,1.0,Fresco    
1-885072-HL,4.0,12.0,Regular   
1-890991-AX,4.0,4.0,Regular   
1-703679-IO,1.0,1.0,Fresco    
1-415924-JQ,1.0,1.0,Fresco    
1-199991-CA,4.0,6.0,Regular   
1-605983-RE,2.0,4.0,Irregular 
1-691932-IF,2.0,2.0,Irregular 
1-899977-LY,4.0,11.0,Regular   
1-364757-UL,4.0,11.0,Regular   
1-120391-WN,1.0,2.0,Fresco    
1-294557-LO,2.0,6.0,Irregular 
1-836484-PZ,4.0,7.0,Regular   
1-590974-TF,4.0,10.0,Regular   
1-567926-FQ,3.0,6.0,Regular   
1-474292-VI,2.0,2.0,Irregular 
1-255023-RC,2.0,3.0,Irregular 
1-301476-SJ,1.0,1.0,Fresco    
1-948037-Z\,1.0,1.0,Fresco    
1-735845-TR,3.0,4.0,Regular   
1-195239-XT,2.0,4.0,Irregular 
1-871191-LV,4.0,9.0,Regular   
1-676756-ZE,2.0,2.0,Irregular 
1-828390-W\,4.0,10.0,Regular   
1-100527-HD,3.0,6.0,Regular   
1-387541-LO,4.0,8.0,Regular   
1-478229-UW,4.0,11.0,Regular   
1-280453-ST,4.0,8.0,Regular   
1-164202-PH,4.0,6.0,Regular   
1-627535-UP,4.0,4.0,Regular   
1-153754-HR,1.0,3.0,Fresco    
1-405541-[H,4.0,12.0,Regular   
1-230696-FZ,4.0,9.0,Regular   
1-133309-NC,1.0,1.0,Fresco    
1-448345-D\,4.0,10.0,Regular   
1-170923-Q[,2.0,6.0,Irregular 
1-404985-FM,4.0,8.0,Regular   
1-961042-ME,5.0,6.0,Regular   
1-636280-VT,3.0,9.0,Regular   
1-571804-BE,1.0,3.0,Fresco    
1-313597-LS,4.0,7.0,Regular   
1-126212-AD,4.0,7.0,Regular   
1-157151-PI,3.0,3.0,Regular   
1-941461-MT,4.0,10.0,Regular   
1-189543-JD,4.0,12.0,Regular   
1-489952-GD,4.0,10.0,Regular   
1-882141-GF,3.0,7.0,Regular   
1-305202-NU,2.0,4.0,Irregular 
1-852542-RT,4.0,10.0,Regular   
1-569673-EG,3.0,7.0,Regular   
1-912050-YB,3.0,6.0,Regular   
1-382930-GL,4.0,4.0,Regular   
1-416640-WI,2.0,4.0,Irregular 
1-937573-IB,4.0,4.0,Regular   
1-260991-E[,4.0,5.0,Regular   
1-436624-QQ,4.0,8.0,Regular   
1-543536-YE,1.0,1.0,Fresco    
1-494270-SH,2.0,2.0,Irregular 
1-687833-SB,2.0,2.0,Irregular 
1-943604-FP,4.0,4.0,Regular   
1-888433-WB,4.0,6.0,Regular   
1-675408-[T,2.0,2.0,Irregular 
1-199364-PC,2.0,4.0,Irregular 
1-905829-NT,3.0,7.0,Regular   
1-536885-WV,4.0,5.0,Regular   
1-373453-CV,4.0,7.0,Regular   
1-850859-BK,4.0,7.0,Regular   
1-813384-FU,2.0,3.0,Irregular 
1-293248-ZU,1.0,2.0,Fresco    
1-929061-LE,4.0,4.0,Regular   
1-203854-[K,4.0,9.0,Regular   
1-365570-TD,4.0,8.0,Regular   
1-132459-QH,2.0,6.0,Irregular 
1-699844-KI,4.0,4.0,Regular   
1-672428-LG,4.0,9.0,Regular   
1-531542-WQ,4.0,4.0,Regular   
1-344158-WB,4.0,9.0,Regular   
1-392888-DI,2.0,2.0,Irregular 
1-632505-QO,4.0,6.0,Regular   
1-855831-J\,4.0,12.0,Regular   
1-648613-AE,3.0,5.0,Regular   
1-406452-FW,4.0,10.0,Regular   
1-247519-Y[,4.0,6.0,Regular   
1-286574-CH,2.0,5.0,Irregular 
1-721534-KZ,4.0,10.0,Regular   
1-496381-AF,3.0,7.0,Regular   
1-629576-Q\,2.0,2.0,Irregular 
1-346591-MI,2.0,3.0,Irregular 
1-201849-MI,4.0,9.0,Regular   
1-540802-VT,4.0,8.0,Regular   
1-579256-OL,3.0,3.0,Regular   
1-197585-MN,4.0,4.0,Regular   
1-212816-UP,3.0,5.0,Regular   
1-606365-[Q,3.0,6.0,Regular   
1-698275-AE,4.0,12.0,Regular   
1-760826-F[,3.0,9.0,Regular   
1-784822-DQ,3.0,6.0,Regular   
1-688121-R\,3.0,8.0,Regular   
1-860622-N[,3.0,7.0,Regular   
1-406243-GA,1.0,2.0,Fresco    
1-255067-CQ,1.0,1.0,Fresco    
1-230100-KI,4.0,10.0,Regular   
1-549037-FP,1.0,1.0,Fresco    
1-545569-PB,4.0,12.0,Regular   
1-886290-JX,4.0,6.0,Regular   
1-656999-CQ,4.0,8.0,Regular   
1-253802-C\,2.0,6.0,Irregular 
1-501891-FJ,4.0,4.0,Regular   
1-528083-Z[,3.0,3.0,Regular   
1-872958-NH,4.0,12.0,Regular   
1-487550-Y[,4.0,12.0,Regular   
1-140599-JI,4.0,11.0,Regular   
1-785360-YE,4.0,8.0,Regular   
1-701257-GH,4.0,7.0,Regular   
1-138116-BB,4.0,8.0,Regular   
1-421225-RQ,3.0,9.0,Regular   
1-143469-HI,4.0,11.0,Regular   
1-614776-AM,3.0,6.0,Regular   
1-229356-OM,4.0,8.0,Regular   
1-576428-PD,3.0,3.0,Regular   
1-705603-NP,4.0,5.0,Regular   
1-324224-JG,4.0,7.0,Regular   
1-839493-EE,4.0,8.0,Regular   
1-535335-HZ,4.0,11.0,Regular   
1-342370-SC,2.0,2.0,Irregular 
1-230953-BE,4.0,4.0,Regular   
1-888090-SL,4.0,12.0,Regular   
1-926918-OE,4.0,6.0,Regular   
1-329749-KB,4.0,4.0,Regular   
1-822700-FD,2.0,2.0,Irregular 
1-867945-PY,4.0,12.0,Regular   
1-799141-KZ,1.0,1.0,Fresco    
1-786653-PW,2.0,5.0,Irregular 
1-742616-JM,2.0,4.0,Irregular 
1-958154-KO,4.0,11.0,Regular   
1-616768-BF,4.0,7.0,Regular   
1-307942-H\,4.0,9.0,Regular   
1-842912-LG,1.0,1.0,Fresco    
1-828705-LO,4.0,8.0,Regular   
1-152953-QZ,2.0,2.0,Irregular 
1-516409-WV,4.0,12.0,Regular   
1-388845-XP,3.0,9.0,Regular   
1-419557-Y[,4.0,10.0,Regular   
1-162384-XQ,4.0,8.0,Regular   
1-317486-XU,3.0,5.0,Regular   
1-729172-RU,1.0,2.0,Fresco    
1-610541-LL,1.0,2.0,Fresco    
1-814693-FP,1.0,1.0,Fresco    
1-240736-SV,1.0,1.0,Fresco    
1-721783-YB,4.0,9.0,Regular   
1-991999-ER,4.0,9.0,Regular   
1-939809-UN,2.0,2.0,Irregular 
1-640585-AC,2.0,5.0,Irregular 
1-394376-IV,4.0,9.0,Regular   
1-192533-PQ,4.0,10.0,Regular   
1-546194-AG,2.0,3.0,Irregular 
1-794266-OW,4.0,9.0,Regular   
1-747985-UK,3.0,6.0,Regular   
1-391865-ZA,4.0,12.0,Regular   
1-373307-GJ,4.0,12.0,Regular   
1-859851-LO,4.0,8.0,Regular   
1-704503-EW,2.0,4.0,Irregular 
1-687724-AY,2.0,4.0,Irregular 
1-226507-NJ,4.0,12.0,Regular   
1-998842-DK,4.0,10.0,Regular   
1-978697-RG,4.0,12.0,Regular   
1-681888-IH,2.0,4.0,Irregular 
1-849094-GL,1.0,2.0,Fresco    
1-657461-FD,4.0,7.0,Regular   
1-427601-FP,1.0,3.0,Fresco    
1-104472-IU,4.0,8.0,Regular   
1-753658-TJ,1.0,2.0,Fresco    
1-728168-ZZ,4.0,12.0,Regular   
1-892508-VP,1.0,1.0,Fresco    
1-483182-SC,2.0,4.0,Irregular 
1-748745-IO,4.0,12.0,Regular   
1-533867-UG,4.0,10.0,Regular   
1-303433-OE,2.0,6.0,Irregular 
1-521120-DI,4.0,4.0,Regular   
1-344536-AG,4.0,8.0,Regular   
1-325989-BO,4.0,4.0,Regular   
1-294701-AO,4.0,6.0,Regular   
1-764301-PS,4.0,11.0,Regular   
1-529211-AZ,2.0,6.0,Irregular 
1-835954-YG,1.0,1.0,Fresco    
1-472384-ET,4.0,7.0,Regular   
1-415155-TX,4.0,8.0,Regular   
1-692643-LK,3.0,3.0,Regular   
1-659308-BG,2.0,4.0,Irregular 
1-535066-SK,3.0,3.0,Regular   
1-779098-US,1.0,2.0,Fresco    
1-112467-A\,4.0,6.0,Regular   
1-180841-WZ,4.0,4.0,Regular   
1-682050-LI,4.0,8.0,Regular   
1-724574-NR,4.0,8.0,Regular   
1-971142-X[,3.0,9.0,Regular   
1-861551-OL,1.0,1.0,Fresco    
1-607792-CI,3.0,6.0,Regular   
1-880668-OC,4.0,8.0,Regular   
1-691317-RE,1.0,1.0,Fresco    
1-736056-Q\,3.0,4.0,Regular   
1-627104-KZ,3.0,5.0,Regular   
1-206750-MT,3.0,4.0,Regular   
1-409962-PP,2.0,6.0,Irregular 
1-835758-QU,2.0,5.0,Irregular 
1-329812-SP,4.0,5.0,Regular   
1-714220-FU,4.0,12.0,Regular   
1-578408-BR,3.0,6.0,Regular   
1-298138-W\,4.0,8.0,Regular   
1-681005-DL,1.0,1.0,Fresco    
1-633878-T[,3.0,5.0,Regular   
1-544249-EP,4.0,10.0,Regular   
1-229477-CT,2.0,2.0,Irregular 
1-941971-W[,2.0,6.0,Irregular 
1-244729-KS,3.0,5.0,Regular   
1-405470-[H,4.0,8.0,Regular   
1-200198-SW,1.0,1.0,Fresco    
1-112764-DN,2.0,6.0,Irregular 
1-927144-EX,3.0,6.0,Regular   
1-447647-WJ,4.0,11.0,Regular   
1-592303-UJ,4.0,5.0,Regular   
1-641290-ZH,3.0,4.0,Regular   
1-991021-YL,4.0,6.0,Regular   
1-408152-NH,2.0,4.0,Irregular 
1-327903-AE,4.0,7.0,Regular   
1-827803-OQ,4.0,9.0,Regular   
1-505000-WY,3.0,4.0,Regular   
1-344727-YC,4.0,4.0,Regular   
1-335456-CX,4.0,6.0,Regular   
1-426647-YI,2.0,5.0,Irregular 
1-178247-OG,2.0,2.0,Irregular 
1-720538-RS,4.0,10.0,Regular   
1-732744-UM,1.0,1.0,Fresco    
1-271945-CD,4.0,12.0,Regular   
1-510366-AU,4.0,8.0,Regular   
1-976256-QQ,3.0,9.0,Regular   
1-877939-HQ,4.0,11.0,Regular   
1-166698-NL,3.0,7.0,Regular   
1-629276-[K,4.0,4.0,Regular   
1-969515-EO,3.0,6.0,Regular   
1-568169-IT,1.0,1.0,Fresco    
1-414619-[C,4.0,8.0,Regular   
1-429774-DI,1.0,1.0,Fresco    
1-209783-CY,2.0,5.0,Irregular 
1-800209-FP,3.0,7.0,Regular   
1-102561-CK,4.0,6.0,Regular   
1-106944-BA,4.0,12.0,Regular   
1-235204-U\,3.0,9.0,Regular   
1-514223-PB,4.0,4.0,Regular   
1-596863-SH,1.0,2.0,Fresco    
1-236892-F\,4.0,9.0,Regular   
1-217175-RL,1.0,1.0,Fresco    
1-959702-XG,2.0,4.0,Irregular 
1-628565-JE,2.0,2.0,Irregular 
1-335429-UX,4.0,12.0,Regular   
1-821891-BM,2.0,4.0,Irregular 
1-894003-VV,4.0,11.0,Regular   
1-909232-[F,1.0,2.0,Fresco    
1-577166-HN,2.0,6.0,Irregular 
1-322578-HT,3.0,9.0,Regular   
1-714937-LY,4.0,4.0,Regular   
1-490047-XG,4.0,6.0,Regular   
1-232709-VH,4.0,5.0,Regular   
1-322502-FX,3.0,3.0,Regular   
1-823952-AH,2.0,2.0,Irregular 
1-155783-[V,4.0,10.0,Regular   
1-433914-JI,1.0,2.0,Fresco    
1-994612-IC,3.0,12.0,Regular   
1-972642-DI,2.0,4.0,Irregular 
1-878601-XF,2.0,3.0,Irregular 
1-849488-VE,2.0,2.0,Irregular 
1-218491-IG,1.0,2.0,Fresco    
1-308441-SU,3.0,7.0,Regular   
1-516290-CY,4.0,10.0,Regular   
1-850677-WJ,4.0,12.0,Regular   
1-266140-GG,2.0,4.0,Irregular 
1-215063-PY,2.0,2.0,Irregular 
1-474147-VK,4.0,4.0,Regular   
1-170347-LZ,4.0,7.0,Regular   
1-686750-XN,1.0,3.0,Fresco    
1-511842-PO,4.0,9.0,Regular   
1-838889-MB,4.0,12.0,Regular   
1-401421-BV,1.0,2.0,Fresco    
1-526621-NO,2.0,2.0,Irregular 
1-660538-YX,4.0,9.0,Regular   
1-359700-SF,4.0,7.0,Regular   
1-811966-UT,4.0,8.0,Regular   
1-632157-KX,4.0,4.0,Regular   
1-279140-SX,4.0,12.0,Regular   
1-776578-DX,2.0,2.0,Irregular 
1-571105-EF,1.0,1.0,Fresco    
1-681690-OR,1.0,1.0,Fresco    
1-799733-EG,1.0,1.0,Fresco    
1-204692-EJ,2.0,4.0,Irregular 
1-350935-UX,4.0,12.0,Regular   
1-576655-ES,1.0,1.0,Fresco    
1-502504-XW,4.0,9.0,Regular   
1-537546-VS,3.0,6.0,Regular   
1-600822-TT,4.0,12.0,Regular   
1-676837-HO,2.0,2.0,Irregular 
1-972682-P\,3.0,4.0,Regular   
1-751677-GX,4.0,5.0,Regular   
1-514178-JR,4.0,9.0,Regular   
1-405573-[\,2.0,2.0,Irregular 
1-346358-OM,4.0,6.0,Regular   
1-789107-RL,3.0,6.0,Regular   
1-769579-RY,2.0,6.0,Irregular 
1-654947-MP,4.0,8.0,Regular   
1-103673-RJ,4.0,8.0,Regular   
1-237801-MG,4.0,12.0,Regular   
1-149534-NV,1.0,1.0,Fresco    
1-220830-YV,2.0,2.0,Irregular 
1-684711-JN,4.0,12.0,Regular   
1-678308-YG,2.0,4.0,Irregular 
1-156507-ZV,1.0,1.0,Fresco    
1-683499-XC,2.0,6.0,Irregular 
1-585384-AY,3.0,9.0,Regular   
1-452465-MX,4.0,12.0,Regular   
1-949971-QG,4.0,11.0,Regular   
1-712691-TZ,4.0,8.0,Regular   
1-265154-WA,3.0,5.0,Regular   
1-860458-IF,4.0,9.0,Regular   
1-343887-TG,4.0,8.0,Regular   
1-765927-MA,3.0,6.0,Regular   
1-796091-JK,4.0,8.0,Regular   
1-849111-C\,4.0,12.0,Regular   
1-423753-UW,2.0,6.0,Irregular 
1-258298-YW,3.0,5.0,Regular   
1-450304-GQ,4.0,7.0,Regular   
1-260902-EJ,4.0,7.0,Regular   
1-648565-DM,1.0,3.0,Fresco    
1-690957-Q\,2.0,4.0,Irregular 
1-595503-HF,3.0,3.0,Regular   
1-989706-OG,2.0,4.0,Irregular 
1-803983-XM,1.0,1.0,Fresco    
1-203339-HY,4.0,12.0,Regular   
1-860129-[I,4.0,12.0,Regular   
1-425968-IJ,4.0,8.0,Regular   
1-379302-KS,4.0,4.0,Regular   
1-157308-GI,1.0,1.0,Fresco    
1-227715-YW,2.0,6.0,Irregular 
1-214420-NS,1.0,1.0,Fresco    
1-584164-TF,4.0,10.0,Regular   
1-386972-UO,4.0,5.0,Regular   
1-242984-OU,4.0,8.0,Regular   
1-720332-MK,4.0,10.0,Regular   
1-645271-IT,4.0,6.0,Regular   
1-786045-JU,2.0,3.0,Irregular 
1-838679-WB,3.0,6.0,Regular   
1-834617-RC,4.0,7.0,Regular   
1-559874-KZ,4.0,7.0,Regular   
1-147078-MR,3.0,7.0,Regular   
1-515272-QB,3.0,3.0,Regular   
1-565632-HO,4.0,7.0,Regular   
1-974178-UE,3.0,4.0,Regular   
1-534071-QU,4.0,6.0,Regular   
1-430444-XQ,3.0,12.0,Regular   
1-935802-[Y,4.0,5.0,Regular   
1-298538-JH,3.0,5.0,Regular   
1-414576-UD,4.0,8.0,Regular   
1-736892-KA,3.0,3.0,Regular   
1-938015-K\,4.0,8.0,Regular   
1-282394-CA,1.0,2.0,Fresco    
1-706141-[B,4.0,7.0,Regular   
1-691729-SH,3.0,7.0,Regular   
1-556413-HN,4.0,11.0,Regular   
1-284549-WT,4.0,4.0,Regular   
1-226371-HG,4.0,7.0,Regular   
1-865533-HC,1.0,2.0,Fresco    
1-836952-D[,3.0,9.0,Regular   
1-502699-ZP,4.0,10.0,Regular   
1-383815-VM,3.0,7.0,Regular   
1-137420-BG,4.0,12.0,Regular   
1-171099-XO,2.0,6.0,Irregular 
1-633676-UC,1.0,1.0,Fresco    
1-858360-HE,3.0,4.0,Regular   
1-708200-UO,3.0,5.0,Regular   
1-905922-OI,3.0,4.0,Regular   
1-798771-QM,4.0,4.0,Regular   
1-730789-DI,2.0,2.0,Irregular 
1-221879-O[,4.0,4.0,Regular   
1-949389-JQ,4.0,7.0,Regular   
1-258119-EI,4.0,5.0,Regular   
1-196991-TE,4.0,12.0,Regular   
1-907160-PC,3.0,6.0,Regular   
1-719205-[[,1.0,1.0,Fresco    
1-650731-RG,3.0,3.0,Regular   
1-287617-MQ,3.0,6.0,Regular   
1-911382-CV,2.0,4.0,Irregular 
1-915650-PN,2.0,4.0,Irregular 
1-832092-KV,4.0,12.0,Regular   
1-580058-QL,3.0,8.0,Regular   
1-581682-BI,3.0,7.0,Regular   
1-507339-DV,4.0,10.0,Regular   
1-385643-PZ,4.0,8.0,Regular   
1-199247-E[,3.0,4.0,Regular   
1-176318-ZT,4.0,4.0,Regular   
1-656807-OB,1.0,1.0,Fresco    
1-811562-JE,2.0,5.0,Irregular 
1-531150-LA,3.0,5.0,Regular   
1-319686-RN,3.0,3.0,Regular   
1-381884-VG,1.0,1.0,Fresco    
1-590635-LO,4.0,6.0,Regular   
1-500378-XR,2.0,3.0,Irregular 
1-578305-L\,1.0,2.0,Fresco    
